NULL	40	2024-10-23 00:00:00.000	2024-10-23 08:37:02.000	DS-K1A802MF-120181117V010102END62063131	40	NULL	In	MayChamCong	NULL	NULL	admin	2024-10-29 08:58:22.433
NULL	51	2024-10-23 00:00:00.000	2024-10-23 19:11:11.000	DS-K1A802MF-120181117V010102END62063131	51	NULL	In	MayChamCong	NULL	NULL	admin	2024-10-29 08:58:22.433
NULL	164	2024-10-23 00:00:00.000	2024-10-23 19:12:33.000	DS-K1A802MF-120181117V010102END62063131	164	NULL	In	MayChamCong	NULL	NULL	admin	2024-10-29 08:58:22.433
NULL	4444	2024-10-23 00:00:00.000	2024-10-23 19:13:54.000	DS-K1A802MF-120181117V010102END62063131	4444	NULL	In	MayChamCong	NULL	NULL	admin	2024-10-29 08:58:22.433
NULL	26	2024-10-23 00:00:00.000	2024-10-23 19:15:24.000	DS-K1A802MF-120181117V010102END62063131	26	NULL	In	MayChamCong	NULL	NULL	admin	2024-10-29 08:58:22.433
NULL	159	2024-10-23 00:00:00.000	2024-10-23 19:16:06.000	DS-K1A802MF-120181117V010102END62063131	159	NULL	In	MayChamCong	NULL	NULL	admin	2024-10-29 08:58:22.433
NULL	146	2024-10-23 00:00:00.000	2024-10-23 19:16:35.000	DS-K1A802MF-120181117V010102END62063131	146	NULL	In	MayChamCong	NULL	NULL	admin	2024-10-29 08:58:22.433
NULL	888	2024-10-23 00:00:00.000	2024-10-23 19:17:56.000	DS-K1A802MF-120181117V010102END62063131	888	NULL	In	MayChamCong	NULL	NULL	admin	2024-10-29 08:58:22.433
NULL	158	2024-10-23 00:00:00.000	2024-10-23 19:18:33.000	DS-K1A802MF-120181117V010102END62063131	158	NULL	In	MayChamCong	NULL	NULL	admin	2024-10-29 08:58:22.433
NULL	149	2024-10-23 00:00:00.000	2024-10-23 19:18:44.000	DS-K1A802MF-120181117V010102END62063131	149	NULL	In	MayChamCong	NULL	NULL	admin	2024-10-29 08:58:22.433
NULL	20007	2024-10-23 00:00:00.000	2024-10-23 19:19:13.000	DS-K1A802MF-120181117V010102END62063131	20007	NULL	In	MayChamCong	NULL	NULL	admin	2024-10-29 08:58:22.433
